,SoS091a_CP04272_S249_L001,SoS055a_CP04272_S217_L001,UG006_CP04272_S262_L001,SoS042a_CP04272_S215_L001,SoS036a_CP04272_S211_L001,9B1L_CP04272_S278_L001,SoS024a_CP04272_S197_L001,SoS070a_CP04272_S227_L001,SoS078b_CP04272_S236_L001,SoS017a_CP04272_S191_L001,SoS098b_CP04272_S252_L001,P060_CP04272_S338_L001,P006_CP04272_S287_L001,SoS002a_CP04272_S177_L001,P012_CP04272_S291_L001,P031_CP04272_S310_L001,SoS081a_CP04272_S241_L001,P043_CP04272_S322_L001,SoS008a_CP04272_S185_L001,P026_CP04272_S305_L001,UG004_CP04272_S260_L001,SoS025a_CP04272_S199_L001,SoS098a_CP04272_S251_L001,SoS079b_CP04272_S238_L001,SoS017b_CP04272_S192_L001,SoS008b_CP04272_S186_L001,SoS081b_CP04272_S242_L001,SoS014a_CP04272_S189_L001,P009_CP04272_S288_L001,SoS042b_CP04272_S216_L001,SoS065b_CP04272_S224_L001,UG005_CP04272_S261_L001,SoS035a_CP04272_S209_L001,P004_CP04272_S285_L001,P018_CP04272_S297_L001,UG001_CP04272_S257_L001,SoS006b_CP04272_S184_L001,2B1L_CP04272_S276_L001,SoS078a_CP04272_S235_L001,SoS006a_CP04272_S183_L001,P041_CP04272_S320_L001,SoS065a_CP04272_S223_L001,P024_CP04272_S303_L001,P033_CP04272_S312_L001,SoS036b_CP04272_S212_L001,P055_CP04272_S333_L001,P010_CP04272_S289_L001,P001_CP04272_S282_L001,P019_CP04272_S298_L001,SoS018a_CP04272_S193_L001,SoS091b_CP04272_S250_L001,SoS018b_CP04272_S194_L001,P015_CP04272_S294_L001,P036_CP04272_S315_L001,SoS005b_CP04272_S182_L001,P056_CP04272_S334_L001,P051_CP04272_S330_L001,SoS082b_CP04272_S244_L001,SoS039b_CP04272_S214_L001,P023_CP04272_S302_L001,P034_CP04272_S313_L001,SoS077a_CP04272_S233_L001,SoS011b_CP04272_S188_L001,SoS033a_CP04272_S207_L001,P003_CP04272_S284_L001,SoS077b_CP04272_S234_L001,P057_CP04272_S335_L001,SoS082a_CP04272_S243_L001,SoS075a_CP04272_S231_L001,SoS039a_CP04272_S213_L001,UG009_CP04272_S263_L001,SoS031b_CP04272_S206_L001,SoS014b_CP04272_S190_L001,SoS075b_CP04272_S232_L001,P046_CP04272_S325_L001,P017_CP04272_S296_L001,P021_CP04272_S300_L001,SoS004a_CP04272_S179_L001,16B1NL_CP04272_S343_L001,P044_CP04272_S323_L001,P053_CP04272_S332_L001,SoS005a_CP04272_S181_L001,SoS087b_CP04272_S248_L001,9B1NL_CP04272_S279_L001,SoS035b_CP04272_S210_L001,SoS025b_CP04272_S200_L001,P029_CP04272_S308_L001,P059_CP04272_S337_L001,P025_CP04272_S304_L001,SoS027b_CP04272_S202_L001,SoS085b_CP04272_S246_L001,SoS069a_CP04272_S225_L001,P040_CP04272_S319_L001,UG010_CP04272_S264_L001,P042_CP04272_S321_L001,P013_CP04272_S292_L001,SoS004b_CP04272_S180_L001,P058_CP04272_S336_L001,SoS011a_CP04272_S187_L001,SoS063b_CP04272_S222_L001,P038_CP04272_S317_L001,P050_CP04272_S329_L001,SoS063a_CP04272_S221_L001,P027_CP04272_S306_L001,P011_CP04272_S290_L001,P032_CP04272_S311_L001,SoS087a_CP04272_S247_L001,SoS073a_CP04272_S229_L001,P020_CP04272_S299_L001,SoS069b_CP04272_S226_L001,17B1NL_CP04272_S273_L001,SoS085a_CP04272_S245_L001,P005_CP04272_S286_L001,P048_CP04272_S327_L001,P045_CP04272_S324_L001,SoS080a_CP04272_S239_L001,SoS024b_CP04272_S198_L001,P037_CP04272_S316_L001,SoS070b_CP04272_S228_L001,P049_CP04272_S328_L001,SoS055b_CP04272_S218_L001,SoS060a_CP04272_S219_L001,SoS002b_CP04272_S178_L001,SoS023a_CP04272_S195_L001,SoS100a_CP04272_S255_L001,P022_CP04272_S301_L001,SoS060b_CP04272_S220_L001,P016_CP04272_S295_L001,P035_CP04272_S314_L001,SoS023b_CP04272_S196_L001,P047_CP04272_S326_L001,17B1L_CP04272_S344_L001,P002_CP04272_S283_L001,UG003_CP04272_S259_L001,SoS100b_CP04272_S256_L001,P039_CP04272_S318_L001,SoS079a_CP04272_S237_L001,P030_CP04272_S309_L001,2B1NL_CP04272_S277_L001,P028_CP04272_S307_L001,SoS099a_CP04272_S253_L001,SoS099b_CP04272_S254_L001,P052_CP04272_S331_L001,SoS080b_CP04272_S240_L001,UG002_CP04272_S258_L001,SoS073b_CP04272_S230_L001,P014_CP04272_S293_L001
rifampin phosphotransferase,0.000883236,0.000299059,0.000760148,1.96E-05,0.002606363,0.001921414,9.75E-05,9.27E-05,2.96E-05,0.001455747,0.001539488,0.000651961,0.003208501,7.31E-05,0.000664538,0,0.000790916,0.000131631,0,6.94E-05,0.000297979,0.001850495,0.000163049,4.87E-05,0.002852336,0.000618506,0.00075207,0.001109109,0.001316367,6.47E-05,2.44E-05,0.000365043,0.000889878,0,0.000458901,0.000152548,0.00020185,6.43E-05,2.04E-05,0.000238523,0.006629834,0.00014452,0.000713748,0.005607477,0.002129444,0,0.000451402,0.000193045,0.006666667,0.000601344,0.001763018,0.001429447,0.0025,3.58E-05,0.000831294,0.00047555,0.00466563,0.000465611,3.80E-05,0.001953549,0.001786626,2.80E-05,2.77E-05,0.00014938,3.81E-05,0,0,0.000118948,0.000706113,0.000107175,0.000353423,0.000190557,0.000811832,0.000700853,5.04E-05,0.000210902,0.000594796,0.000833957,0.004670405,0.000307342,0.003408316,0.001078375,0.00041544,0.0008206,0.00119663,1.54E-05,0,0.001311475,0,6.84E-05,0.003299764,5.52E-05,0.00048033,0.000271101,0.002282323,0,0.000417937,5.72E-05,4.69E-05,0.000343975,0.007513148,0.000333686,0.000160059,0.001226817,0.002739726,0.001128032,0.000636681,0.00028519,0.000476772,0.000121235,0.002395002,0.001034982,0.005150657,0,0.006451613,0.001836079,0.000153122,0.003543108,4.41E-05,0,0.000245389,0.00220094,1.63E-05,0.000106762,0.000572061,0.000576559,0.001173739,0.001139138,0.001215805,0.00047715,0,0.009807928,0.000522284,0.000439678,0.000160292,0.004424779,0.00041425,0.001140251,0.000385777,0.00033369,0.000151699,4.34E-05,0.000435586,0.000985707,0.000159809,2.76E-05,0.002045222
tetracycline-resistant ribosomal protection protein,0.03833245,0.037467824,0.040997314,0.039202997,0.036182445,0.030646556,0.041068296,0.039960882,0.039804118,0.038656799,0.035254272,0.028577638,0.03534485,0.039896632,0.043508759,0.031028369,0.036419788,0.041858628,0.037030941,0.03679907,0.034285113,0.033887197,0.036504946,0.036696979,0.030302059,0.031279894,0.033976672,0.034624983,0.02896007,0.03900064,0.037973757,0.042004332,0.025005562,0.023255814,0.030206506,0.041371104,0.03939635,0.032672599,0.038115986,0.039038275,0.031307551,0.037753049,0.029347311,0.029205607,0.034436773,0.008368201,0.035082968,0.032631699,0.021666667,0.033219937,0.035916359,0.034786604,0.04625,0.033711739,0.031450607,0.03464137,0.031104199,0.039976054,0.037213015,0.046559583,0.037008678,0.040627187,0.037497924,0.037992332,0.0377531,0.037022213,0.012345679,0.036917288,0.034024191,0.040141141,0.03486414,0.040697437,0.036991282,0.035023167,0.037362061,0.033288432,0.033159851,0.039689564,0.026312402,0.039152214,0.032038173,0.033834007,0.034573805,0.036690746,0.032620142,0.040872676,0.0385205,0.033442623,0.039412158,0.036242696,0.045168202,0.038611062,0.039805389,0.033851437,0.038571266,0.029983793,0.043219589,0.032676749,0.038292883,0.040202085,0.01878287,0.031041185,0.037293818,0.03384571,0.020091324,0.033746945,0.038673239,0.042065594,0.036043939,0.038067912,0.027664006,0.043124267,0.028586145,0.036788315,0.006451613,0.04605498,0.038337863,0.048928632,0.055042499,0.031291611,0.039630281,0.038125381,0.040024138,0.040666583,0.050341329,0.033756143,0.036539001,0.041171684,0.030395137,0.042731418,0.033262562,0.044476229,0.037778552,0.036034486,0.036450486,0.068584071,0.041658036,0.029646522,0.030140892,0.039024219,0.037355886,0.039177348,0.020592697,0.033614442,0.032878579,0.037013507,0.03158732
Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,0.023494082,0.037681438,0.028277505,0.038300877,0.025450364,0.024930349,0.033140555,0.037642477,0.037263807,0.025909842,0.021706779,0.030968163,0.025000642,0.034289406,0.031436324,0.018617021,0.025422293,0.032776096,0.036002304,0.036755716,0.034162416,0.037973708,0.039059386,0.038529392,0.0280266,0.039238001,0.029704556,0.021107722,0.025888548,0.038684205,0.044144188,0.035457886,0.017619577,0.019379845,0.031448239,0.040135463,0.036558578,0.040350821,0.038039458,0.037114189,0.014364641,0.039137105,0.034761759,0.01588785,0.030565056,0.012552301,0.037574707,0.036385346,0.031666667,0.035908802,0.028536285,0.036267102,0.0325,0.038442901,0.032258809,0.031328917,0.020217729,0.033058401,0.041831382,0.01085305,0.021694742,0.039143217,0.040418581,0.035502664,0.033429208,0.040176487,0.00617284,0.035068179,0.032415822,0.037280394,0.034157294,0.037321864,0.036214747,0.028209321,0.038481712,0.035186546,0.044684015,0.035451699,0.02454721,0.033073223,0.021131561,0.032331985,0.040205319,0.030896816,0.025105303,0.043171892,0.036367788,0.035409836,0.026052104,0.038866095,0.02592672,0.039218502,0.034676707,0.035749142,0.011145346,0.011345219,0.037048874,0.038394465,0.040239184,0.036332366,0.022539444,0.035262319,0.038287871,0.030237425,0.014611872,0.032775584,0.037132881,0.035526584,0.034737585,0.037027308,0.014543561,0.021113641,0.023435488,0.038393705,0.006451613,0.017697761,0.041342878,0.031213093,0.031852004,0.037949401,0.039977915,0.010722763,0.036175036,0.037444314,0.02799283,0.036199654,0.026919446,0.02815297,0.019452888,0.035061676,0.030714791,0.025677701,0.025243733,0.033836096,0.035809316,0.013274336,0.035780862,0.016533637,0.036648776,0.032367973,0.048252933,0.044347889,0.022620424,0.037721556,0.039556909,0.038228876,0.036473128
lsa-type ABC-F protein,0.003532945,0.005372382,0.005574418,0.005255829,0.004216175,0.00537996,0.009032426,0.005454576,0.004725333,0.006422411,0.004361882,0.006519613,0.00528761,0.004875849,0.00623927,0.010638298,0.004896145,0.003159142,0.005883805,0.005237191,0.006380256,0.004086511,0.005416863,0.005380274,0.005945036,0.006242784,0.006403724,0.006065437,0.004826678,0.004998238,0.004463197,0.005305298,0.006540601,0.011627907,0.006411122,0.004652724,0.00434571,0.005011726,0.005096757,0.00548603,0.004051565,0.005830823,0.00528062,0.006074766,0.005054742,0,0.004125815,0.005762741,0.003333333,0.004905245,0.006724067,0.005482949,0.006875,0.005753763,0.004595206,0.007657997,0.00777605,0.004656113,0.00560666,0.005317994,0.004849413,0.004647907,0.005156138,0.005029129,0.004704852,0.005212651,0,0.00519048,0.005531219,0.005449434,0.006943723,0.004614191,0.006494653,0.005704162,0.006344691,0.007742129,0.005576208,0.004237865,0.005810426,0.005927316,0.005453306,0.004506066,0.005649978,0.006253963,0.005444668,0.004890967,0.007175707,0.004590164,0.001336005,0.005526545,0.006156703,0.004738028,0.00598088,0.007572745,0.005705809,0.001620746,0.004474383,0.006360959,0.004713331,0.005267118,0.006761833,0.005514169,0.004431116,0.007360901,0.000913242,0.006047503,0.004805915,0.004135262,0.005568693,0.005394975,0.00416522,0.00531291,0.00360546,0.005486968,0,0.004386189,0.005569804,0.009279568,0.006911561,0.00665779,0.006625496,0.003292316,0.004387324,0.005765143,0.00652149,0.007783543,0.006149371,0.008787632,0.004255319,0.005708126,0.004387827,0.009944149,0.003133705,0.00611726,0.006539929,0,0.005100456,0.001710376,0.00382422,0.007991008,0.005827771,0.005199508,0.003664929,0.005905117,0.005534435,0.004971964,0.004090444
msr-type ABC-F protein,0.005829359,0.005158768,0.006841332,0.007177737,0.00774243,0.005139783,0.003541491,0.006162744,0.004121343,0.009346137,0.007543491,0.007660545,0.018583639,0.005058693,0.00775294,0.009751773,0.008210459,0.00579176,0.004484858,0.005384595,0.004662495,0.00524307,0.00623211,0.005633693,0.004759234,0.004387267,0.007480653,0.007659781,0.008775779,0.006033844,0.006219209,0.006765472,0.009477197,0.003875969,0.006343636,0.006544323,0.005402453,0.00542937,0.003214171,0.004865871,0.007734807,0.005030405,0.003635654,0.006308411,0.006753995,0.025104603,0.003403571,0.00581279,0,0.004913836,0.007913079,0.005391056,0.00625,0.005640936,0.009051863,0.004255354,0,0.006585074,0.002983883,0.008139787,0.006380807,0.006173877,0.005938209,0.006174376,0.005962018,0.005784423,0.018518519,0.006996334,0.005988885,0.004097381,0.003991601,0.00483197,0.004870989,0.005840439,0.003409389,0.006231801,0.004460967,0.004561236,0.008734026,0.004524318,0.009543286,0.009820913,0.004495979,0.004326798,0.007562703,0.003777284,0.003359536,0.00852459,0.002672011,0.006881761,0.009256482,0.007421806,0.007468352,0.004717152,0.01460687,0.002431118,0.003958108,0.002973212,0.006386055,0.00440718,0.006010518,0.005272246,0.004523781,0.006278415,0.010958904,0.006423513,0.005155063,0.003748218,0.004853536,0.006011255,0.015723707,0.008417857,0.026010816,0.006496932,0,0.007344316,0.004536232,0.00590518,0.00963207,0.003328895,0.005296307,0.005875238,0.004207917,0.005464269,0.007055414,0.00381627,0.00505218,0.003417413,0.002431611,0.006485703,0.005378627,0.008718158,0.008182451,0.005295253,0.004488186,0.006637168,0.007560066,0.005131129,0.008084535,0.005795676,0.00757231,0.005720907,0.005031768,0.004700363,0.005349393,0.003590863,0.008976253
glycopeptide resistance gene cluster;vanS,0.010952129,0.004453843,0.011908985,0.004824381,0.011268685,0.006052455,0.00393138,0.005876104,0.004790469,0.008917977,0.009031662,0.008312507,0.006725019,0.005400002,0.004430251,0.011524823,0.009490989,0.005396867,0.004237986,0.004092639,0.00518834,0.008674197,0.00521758,0.004161915,0.007883984,0.005492331,0.009345254,0.011922917,0.002632734,0.00399859,0.005585093,0.004088487,0.009076752,0.011627907,0.006451613,0.007413848,0.005711165,0.004176438,0.003867209,0.004675052,0.008471455,0.004908119,0.006512951,0.00771028,0.009077026,0.0041841,0.006879367,0.005283704,0.011666667,0.005137192,0.007831078,0.00613641,0.00875,0.004011678,0.006950538,0.006895477,0.027993779,0.008048424,0.006861031,0.011829824,0.005870342,0.004129917,0.003730414,0.004630782,0.004323892,0.003554514,0,0.005201293,0.006132723,0.006001797,0.005218187,0.004913637,0.006635841,0.006774909,0.005295648,0.005633113,0.004163569,0.006467425,0.00834789,0.007555831,0.012269939,0.007490853,0.004717547,0.005408497,0.00996793,0.005922535,0.003914022,0.012459016,0.002672011,0.005756558,0.006699521,0.004660717,0.00312989,0.004446051,0.011830043,0.009724473,0.004376045,0.005024443,0.004056748,0.005718585,0.014274981,0.005105403,0.004304753,0.008732049,0.006392694,0.005859497,0.007208872,0.005031575,0.005044244,0.004091694,0.007983339,0.006554889,0.006438321,0.004220745,0.009677419,0.008109349,0.003789764,0.009279568,0.003323432,0.009986684,0.006134718,0.012932799,0.003702314,0.004251065,0.006330804,0.005175301,0.010206425,0.00537022,0.005471125,0.005372354,0.004104742,0.006879172,0.00591922,0.007895089,0.005353765,0.006637168,0.00447908,0.010832383,0.004696411,0.006357681,0.007458536,0.008241002,0.005016748,0.006151543,0.004407361,0.005248184,0.005113055
Cfr 23S ribosomal RNA methyltransferase,0.006006006,0.011716706,0.009527188,0.011766782,0.00774243,0.007109232,0.013353694,0.010344304,0.013897689,0.007156401,0.004053985,0.00967076,0.007905747,0.012006777,0.01042955,0.002659574,0.007155905,0.011320258,0.009916063,0.012486018,0.011936688,0.009637997,0.011340991,0.012963342,0.007851935,0.011710374,0.00883794,0.005580202,0.007898201,0.013793699,0.013511536,0.011632718,0.004938821,0.003875969,0.009205021,0.010647873,0.011932891,0.012818453,0.013412786,0.012959753,0.00441989,0.013190222,0.010767558,0.002570093,0.007442301,0,0.012919127,0.012640851,0.015,0.01269694,0.007175072,0.010690219,0.005,0.011201041,0.010806817,0.01078187,0.00311042,0.010176932,0.01337996,0.00217061,0.003062787,0.01248775,0.014132662,0.01468904,0.011428789,0.012855332,0,0.011051397,0.008604119,0.013091832,0.011288747,0.013937851,0.010871484,0.008001402,0.010359297,0.011048521,0.012565056,0.011896657,0.005074929,0.010868741,0.010906612,0.011034084,0.01228778,0.010841861,0.007873827,0.013810694,0.01252487,0.007213115,0.012692051,0.013036181,0.008370831,0.012192967,0.007607803,0.011603109,0.002738788,0.003241491,0.013078965,0.011578376,0.013788252,0.014296464,0.00150263,0.009209747,0.01346183,0.01039186,0.001826484,0.01012095,0.010494968,0.012365044,0.011328095,0.014265364,0.002846234,0.004415925,0.004120525,0.01203666,0.009677419,0.004998215,0.014355166,0.004892863,0.009293844,0.005992011,0.014232547,0.002573827,0.01265637,0.011481758,0.008580908,0.010995799,0.007731367,0.006834825,0.011550152,0.011893401,0.010615711,0.007151614,0.006789694,0.011355164,0.012310454,0.011061947,0.012738194,0.006841505,0.01147266,0.010502468,0.013501214,0.013006011,0.003619869,0.011481664,0.011447364,0.014667293,0.009657993
glycopeptide resistance gene cluster;vanR,0.056173821,0.032490628,0.043531141,0.029416956,0.037792258,0.032760111,0.028039509,0.032617859,0.031555511,0.036589394,0.039205624,0.033250027,0.031956672,0.031217621,0.025990807,0.02570922,0.03715421,0.032249572,0.024399276,0.026411397,0.032795218,0.032306565,0.025544404,0.028509606,0.035622146,0.032756061,0.03610828,0.039408013,0.039491005,0.027184662,0.027388908,0.030249933,0.033459399,0.042635659,0.03418815,0.036245481,0.032295983,0.029427828,0.032095792,0.030212922,0.046040516,0.028792814,0.029748794,0.039719626,0.042696436,0.062761506,0.03212177,0.030872848,0.038333333,0.033709603,0.040303403,0.035807637,0.026875,0.028947319,0.036045814,0.035141517,0.020217729,0.036716775,0.033925042,0.038745387,0.035987749,0.028965421,0.027026466,0.029278494,0.027962437,0.0272068,0.012345679,0.034084151,0.033448839,0.033611713,0.02979148,0.033047952,0.032155589,0.033757739,0.030775283,0.033070727,0.034423792,0.036711144,0.040452331,0.03548606,0.030674847,0.029481995,0.027345156,0.035857713,0.041140149,0.033785136,0.031116475,0.024262295,0.034068136,0.035080194,0.029326477,0.028229369,0.025643409,0.029007772,0.043896687,0.05267423,0.029968532,0.03084708,0.027623403,0.03089326,0.061607814,0.02882217,0.029383519,0.047773688,0.029223744,0.033496271,0.034380776,0.034426563,0.034661301,0.028247846,0.031829226,0.034430415,0.041720319,0.027864454,0.035483871,0.038098638,0.023025686,0.041167538,0.021440546,0.032623169,0.037769416,0.055314543,0.030906985,0.03112595,0.027458907,0.036556571,0.041693246,0.047030106,0.040729483,0.034390132,0.021514508,0.034872633,0.032729805,0.037506452,0.032924053,0.026548673,0.029256421,0.049600912,0.03099631,0.034141801,0.034448321,0.039684264,0.031482344,0.035056496,0.029093631,0.034638013,0.030337462
sulfonamide resistant sul,0.008125773,0.008832922,0.012162368,0.009099645,0.010195477,0.008310116,0.008220157,0.013463614,0.009794111,0.008856811,0.0085185,0.008638487,0.007058703,0.009873594,0.008491315,0.008865248,0.008379941,0.007108069,0.012713957,0.00901768,0.012602759,0.014225683,0.009366281,0.009220543,0.009374249,0.010217714,0.009113847,0.008456953,0.008775779,0.010089968,0.01109702,0.010878295,0.006540601,0.007751938,0.007801323,0.014232758,0.008596431,0.008802647,0.009499661,0.008030277,0.00626151,0.011872867,0.010254552,0.011214953,0.011507604,0,0.013803875,0.010116971,0.02,0.010935862,0.008815088,0.009485399,0.0125,0.009999937,0.008797857,0.007649798,0.00155521,0.018491419,0.014273225,0.003255915,0.008933129,0.008777824,0.009613255,0.009560325,0.010895446,0.00866234,0,0.0104134,0.009022556,0.010841158,0.008835575,0.011079503,0.008471286,0.010551727,0.011791644,0.010041636,0.011226766,0.010943563,0.007005608,0.011329754,0.011588275,0.008164837,0.010709109,0.010046128,0.007490906,0.012702144,0.009328419,0.006557377,0.006012024,0.011332836,0.009370759,0.008404753,0.009188243,0.009452377,0.007075203,0.011345219,0.009932147,0.009955974,0.009661156,0.01117919,0.003005259,0.007741526,0.009350833,0.006350581,0.007305936,0.012878361,0.012507702,0.01034834,0.007876268,0.010456552,0.004894134,0.009314842,0.004120525,0.010446344,0.003225806,0.008058347,0.010048616,0.006917496,0.010279109,0.009986684,0.012514826,0.006175366,0.008432143,0.00865742,0.008275809,0.010583972,0.007016917,0.008950366,0.007902736,0.008747747,0.009341826,0.008513826,0.010097493,0.010705205,0.007758151,0.002212389,0.008362676,0.007411631,0.008017444,0.010045839,0.013703479,0.015931639,0.00370999,0.011956264,0.009336204,0.012347043,0.008521759
pmr phosphoethanolamine transferase,0.017311429,0.032330418,0.015253636,0.032888157,0.014564967,0.031991546,0.034927546,0.028739799,0.038051363,0.019389565,0.018217273,0.02950125,0.028157807,0.032972927,0.030716409,0.030141844,0.025196317,0.0289588,0.028966425,0.037674826,0.033724212,0.023940784,0.032483061,0.034464945,0.022642416,0.032450932,0.025717248,0.018993484,0.032909171,0.033391107,0.031827716,0.027718965,0.018598443,0.019379845,0.035578351,0.020716062,0.035774925,0.032993864,0.037570087,0.037289106,0.021362799,0.030843885,0.030925363,0.010747664,0.02473597,0.0041841,0.028582778,0.037221873,0.053333333,0.034267993,0.02296023,0.029650807,0.0125,0.040120994,0.02436152,0.03253419,0.026438569,0.012771052,0.026550859,0.005643586,0.014548239,0.033697326,0.035449311,0.033759896,0.034514943,0.035001954,0.061728395,0.034170659,0.025773128,0.034378427,0.036922309,0.034436293,0.030426035,0.025269634,0.036383627,0.032431219,0.029591078,0.031741439,0.019325182,0.024461652,0.017041581,0.021817832,0.02995781,0.034664114,0.018655466,0.031065081,0.033791056,0.032786885,0.034736139,0.030455054,0.018470109,0.032680244,0.030570663,0.03793602,0.005781886,0.017828201,0.038843544,0.043311701,0.033884394,0.030420295,0.018031555,0.036914067,0.037133759,0.020062062,0.010045662,0.034091621,0.025241323,0.033591363,0.035481349,0.031389863,0.010864283,0.01586973,0.027040948,0.037783204,0.012903226,0.013464579,0.031600505,0.016028345,0.023837534,0.025299601,0.030469101,0.00601166,0.038262685,0.034707327,0.024446055,0.02864948,0.026485673,0.020016273,0.012158055,0.028823384,0.038499646,0.018798529,0.025766017,0.027890883,0.034559036,0.011061947,0.028842171,0.013112885,0.031533043,0.027608493,0.026016383,0.021869795,0.016612344,0.030529544,0.03365239,0.033975085,0.021929326
Van ligase;glycopeptide resistance gene cluster,0.014838368,0.033953881,0.020574672,0.037437979,0.017631276,0.026515515,0.037006953,0.030038106,0.042356271,0.01905927,0.009647457,0.027654026,0.015246798,0.036642003,0.03691876,0.017730496,0.023557991,0.028695538,0.032957538,0.037388688,0.034933656,0.030995798,0.030961267,0.036755461,0.024693534,0.032920996,0.027466146,0.014938306,0.017551558,0.038087293,0.036559192,0.028084009,0.008498331,0,0.02962613,0.033316553,0.037449092,0.038101969,0.041661777,0.039181389,0.022099448,0.034084466,0.027529484,0.011448598,0.023552946,0.020920502,0.032013434,0.039445461,0.02,0.037738605,0.0199672,0.031529508,0.009375,0.03772005,0.026416663,0.03205864,0.00466563,0.025276041,0.034951346,0.010418928,0.006380807,0.037813244,0.038279996,0.037295225,0.038610259,0.041138969,0,0.034040897,0.024635502,0.0374865,0.036069936,0.036981584,0.030496629,0.021745902,0.035606932,0.034710316,0.03732342,0.032217986,0.014728326,0.028263516,0.020449898,0.028422877,0.031896528,0.032898581,0.02378901,0.037172375,0.032747317,0.039344262,0.030728123,0.038368768,0.018498679,0.039373122,0.030307256,0.032640521,0.010841036,0.008103728,0.041474088,0.036736328,0.040786337,0.035364936,0.012772352,0.034828527,0.0377403,0.017175435,0.002739726,0.031020869,0.02850688,0.040211856,0.03441338,0.038360898,0.01214856,0.017732699,0.010301313,0.037255611,0.016129032,0.01208752,0.033303985,0.012653956,0.023293433,0.0126498,0.033250174,0.008203505,0.039159721,0.035095552,0.023950269,0.036968399,0.025082289,0.0182262,0.020668693,0.029795356,0.043170559,0.016278436,0.027332869,0.032211198,0.035745199,0.019911504,0.033580157,0.016533637,0.031717544,0.027924621,0.035295307,0.035599971,0.019901768,0.02858551,0.035578508,0.038256498,0.022270197
trimethoprim resistant dihydrofolate reductase dfr,0.007419184,0.007914384,0.008361628,0.007452296,0.00774243,0.006869056,0.005848333,0.008034329,0.007028784,0.009786531,0.007594807,0.007877866,0.005698298,0.008532735,0.006940727,0.004432624,0.009942941,0.006318284,0.009010862,0.006537818,0.007396891,0.008982613,0.007627088,0.007456358,0.006185402,0.007257133,0.009064896,0.016913905,0.006143045,0.006796165,0.008316667,0.009053077,0.007608454,0,0.008854096,0.009854621,0.007373458,0.00742121,0.006913018,0.008236997,0.006629834,0.008254311,0.008241559,0.003504673,0.008969478,0,0.009614864,0.007936281,0.008333333,0.006666323,0.005330053,0.007096181,0.004375,0.006870247,0.008128204,0.008609098,0.00622084,0.013037116,0.01094724,0.018124593,0.006891271,0.007209856,0.007668457,0.00682169,0.008057296,0.007271029,0.037037037,0.008056057,0.007427264,0.008475065,0.007692148,0.008602268,0.007129999,0.00749523,0.008634429,0.00751762,0.006914498,0.009003336,0.006159787,0.008435947,0.007498296,0.008723281,0.007173257,0.006639396,0.009537143,0.009361095,0.007828044,0.005245902,0.005344021,0.008771603,0.008785087,0.007234052,0.006306264,0.008837882,0.011525733,0.002431118,0.007744124,0.006618257,0.007050455,0.007072987,0.006010518,0.008383873,0.007312183,0.007144404,0.003652968,0.007112866,0.010494968,0.007985333,0.00737089,0.007344844,0.008330441,0.010211826,0.006180788,0.006466784,0,0.010251441,0.007273284,0.006073899,0.008382106,0.011318242,0.009181629,0.007894282,0.007355699,0.007094814,0.009381793,0.006781429,0.007527238,0.007648495,0.001215805,0.007033542,0.007218684,0.007560278,0.009401114,0.009309705,0.008335203,0.019911504,0.007741301,0.005131129,0.006457565,0.006919686,0.009594964,0.011485263,0.008982081,0.00746582,0.007889513,0.008314228,0.007840018
undecaprenyl pyrophosphate related proteins,0.003709592,0.008886326,0.006892008,0.008099469,0.008815638,0.009847248,0.008837481,0.008894247,0.008763775,0.011144413,0.007440858,0.008095186,0.005903642,0.010409937,0.006811511,0.007978723,0.01120464,0.007634593,0.011726465,0.00932983,0.009605441,0.010331933,0.009493098,0.009620164,0.009101835,0.009722909,0.009990521,0.009288784,0.009214568,0.009162238,0.010097068,0.007884938,0.00618465,0.003875969,0.00981239,0.009168154,0.010698044,0.010216211,0.009127225,0.009874855,0.007734807,0.009527198,0.009406976,0.00817757,0.010797789,0.0041841,0.010409331,0.01051021,0.006666667,0.010377472,0.008118081,0.009567082,0.00625,0.00910574,0.009675334,0.009273228,0.01088647,0.009511773,0.010605139,0.009550684,0.003318019,0.010233795,0.009862411,0.008913011,0.008704928,0.008786224,0,0.009872725,0.009205623,0.010288795,0.010810586,0.010099498,0.01020084,0.007845657,0.009824689,0.008585735,0.010037175,0.010739329,0.006288499,0.008152554,0.00408998,0.00989794,0.008899639,0.008976862,0.011248325,0.009884577,0.0089044,0.006557377,0.008016032,0.010325749,0.007642311,0.010028274,0.008351539,0.008747515,0.006466583,0.010534846,0.010423837,0.009720118,0.010122328,0.010469741,0.002253944,0.009910489,0.009856284,0.005917587,0.006392694,0.009118255,0.010084206,0.01061316,0.010899001,0.01086067,0.007636237,0.007865866,0.006180788,0.009700176,0,0.004896211,0.010010336,0.007761093,0.006470398,0.003328895,0.01002004,0.008021609,0.009622755,0.00981239,0.00812326,0.008442468,0.007756883,0.006834825,0.009118541,0.007316297,0.013163482,0.007628389,0.007660167,0.00944352,0.00820697,0,0.009890224,0.002850627,0.010566924,0.010168777,0.009392698,0.009660366,0.007389939,0.008871365,0.010724018,0.009225755,0.010680604
